KO_name	ko	ID11_1	ID12_1	ID13_1	ID14_1	ID15_1	ID17_1	ID18_1	ID19_1	ID20_1	ID21_1	ID22_1	ID23_1	ID24_1	ID25_1	ID26_1	ID27_1	ID28_1	ID29_1	ID30_1	ID31_1	ID32_1	ID33_1	ID34_1	ID35_1	ID36_1	ID37_1	ID38_1
K15387  APDD; FAD-dependent monooxygenase	K15387	3	0	1	0	0	4	1	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
K15389  APDG; acyl-CoA dehydrogenase	K15389	7	0	11	0	40	15	4	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
K15393  CPAO; beta-cyclopiazonate dehydrogenase [EC:1.21.99.1]	K15393	4	0	2	3	1	4	8	5	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
K15395  ftdB; hybrid polyketide synthase / nonribosomal peptide synthetase FtdB	K15395	55	0	1	0	8	2	2	70	0	1	0	28	24	22	3	24	8	100	1	0	15	1	1	0	4	2	1
K15396  trmJ; tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]	K15396	48	92	23	25	32	19	149	18	42	84	149	447	1411	248	137	40	110	39	165	47	162	402	166	138	138	131	59
K15402  CYP86B1; fatty acid omega-hydroxylase [EC:1.14.-.-]	K15402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
K15405  MAH1, CYP96A15; midchain alkane hydroxylase	K15405	1	0	0	4	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K15407  QTRT2, QTRTD1; queuine tRNA-ribosyltransferase accessory subunit	K15407	0	0	5	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15408  coxAC; cytochrome c oxidase subunit I+III [EC:7.1.1.9]	K15408	174	456	65	256	123	82	612	55	244	50	40	142	252	179	26	227	9	658	15	24	20	51	30	34	46	48	24
K15409  SRPK1; serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]	K15409	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15414  C1QBP; complement component 1 Q subcomponent-binding protein, mitochondrial	K15414	2	0	3	0	2	3	4	7	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
K15415  MDPG; monodictyphenone polyketide synthase	K15415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
K15416  ORSA; orsellinic acid synthase	K15416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
K15417  ZEA1; zearalenone synthase, nonreducing iterative type I polyketide synthase	K15417	3	0	3	1	0	0	5	5	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K15418  ZEA2; zearalenone synthase, highly reducing iterative type I polyketide synthase	K15418	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15422  SAL; 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]	K15422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
K15423  PPP4C; serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]	K15423	4	0	6	0	2	5	2	4	1	1	0	0	1	0	1	1	2	14	0	0	0	13	18	6	1	9	0
K15424  PPP4R1; serine/threonine-protein phosphatase 4 regulatory subunit 1	K15424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K15425  PPP4R2; serine/threonine-protein phosphatase 4 regulatory subunit 2	K15425	11	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
K15427  SIT4, PPH1; serine/threonine-protein phosphatase PP1-1 [EC:3.1.3.16]	K15427	3	0	8	0	3	4	3	9	0	0	0	0	0	1	0	0	0	20	1	0	0	0	0	0	0	0	0
K15428  DUG1; Cys-Gly metallodipeptidase DUG1 [EC:3.4.13.-]	K15428	22	0	5	2	3	14	13	14	1	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2	0	0
K15429  TRM5, TRMT5; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	K15429	17	1	13	1	10	12	13	10	12	12	236	105	1891	23	284	3	872	23	1367	21	78	469	208	263	151	162	103
K15430  TRM11, TRMT11; tRNA (guanine10-N2)-methyltransferase [EC:2.1.1.214]	K15430	3	0	5	2	5	1	10	4	0	0	0	1	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0
K15431  phlD; phloroglucinol synthase [EC:2.3.1.253]	K15431	23	68	2	185	12	5	138	2	182	48	27	561	286	305	22	45	126	61	36	48	65	71	53	10	109	49	18
K15436  TRPO3, MTR10; transportin-3	K15436	19	1	7	1	4	6	7	10	0	0	0	1	1	0	0	0	0	16	0	0	0	0	0	0	1	0	0
K15437  AIMP1, ARC1; aminoacyl tRNA synthase complex-interacting multifunctional protein 1	K15437	16	0	6	1	3	5	5	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
K15440  TAD1, ADAT1; tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]	K15440	1	0	1	1	2	4	5	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
K15441  TAD2, ADAT2; tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]	K15441	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
K15442  TAD3, ADAT3; tRNA-specific adenosine deaminase 3	K15442	1	0	3	1	1	2	1	6	0	0	0	0	3	0	0	0	0	15	0	0	3	0	0	0	0	0	0
K15443  TRM82, WDR4; tRNA (guanine-N(7)-)-methyltransferase subunit TRM82	K15443	5	0	12	2	8	4	5	12	0	1	0	0	2	0	0	1	0	6	0	0	0	0	0	1	0	4	0
K15444  TRM9; tRNA (uracil-5-)-methyltransferase TRM9 [EC:2.1.1.229]	K15444	7	0	5	0	1	4	5	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K15445  TRMT10, TRM10, RG9MTD; tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]	K15445	21	0	15	3	12	17	11	18	0	4	0	0	1	2	0	1	0	22	0	0	0	0	0	0	2	0	0
K15447  TRM44, METTL19; tRNASer (uridine44-2'-O)-methyltransferase [EC:2.1.1.211]	K15447	12	0	1	0	0	5	6	6	0	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K15448  TRM112, TRMT112; multifunctional methyltransferase subunit TRM112	K15448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
K15449  TYW1; tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	K15449	13	0	6	0	16	4	7	7	8	0	224	82	1774	16	242	0	1013	8	1051	10	36	295	133	139	117	92	57
K15450  TYW3; tRNA wybutosine-synthesizing protein 3 [EC:2.1.1.282]	K15450	6	0	8	0	4	8	4	7	0	0	0	0	23	0	9	0	0	3	0	0	0	0	2	0	1	0	1
K15451  PPM2, LCMT2, TYW4; tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]	K15451	21	0	17	3	5	16	7	18	1	2	0	0	1	0	0	0	0	25	0	0	0	0	0	0	2	0	0
K15452  PUS2; mitochondrial tRNA pseudouridine27/28 synthase [EC:5.4.99.44]	K15452	25	2	7	1	4	5	9	7	1	0	0	0	2	1	0	0	0	6	0	0	0	0	0	0	2	0	0
K15454  PUS9; tRNA pseudouridine32 synthase [EC:5.4.99.28]	K15454	22	0	6	0	5	12	4	13	1	0	0	0	6	0	0	1	0	13	0	0	0	2	0	0	0	0	1
K15455  DPH3, KTI11; diphthamide biosynthesis protein 3	K15455	31	0	0	1	0	3	0	8	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0
K15456  KTI12; protein KTI12	K15456	3	0	6	0	2	1	3	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
K15457  SAP155; SIT4-associating protein SAP155	K15457	38	0	20	0	17	18	21	35	0	3	0	1	2	0	0	0	0	17	0	0	0	0	0	0	1	0	0
K15458  SAP185_190; SIT4-associating protein SAP185/190	K15458	38	0	20	0	17	18	21	35	0	3	0	1	2	0	0	0	0	17	0	0	0	0	0	0	1	0	0
K15460  yfiC, trmX; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	K15460	31	76	16	433	5	7	781	10	93	97	348	471	2248	157	313	74	144	127	147	124	350	780	420	260	214	275	314
K15461  mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	K15461	8	112	7	49	2	4	45	0	17	6	48	315	583	211	67	11	237	44	222	38	69	56	101	20	40	80	22
K15462  KTI13, ATS1; protein ATS1	K15462	0	0	4	2	2	4	2	3	0	1	0	0	7	0	0	0	0	16	0	0	1	3	0	0	1	0	0
K15463  RIT1; tRNA A64-2'-O-ribosylphosphate transferase [EC:2.4.2.-]	K15463	2	0	1	0	0	2	0	1	0	0	0	1	13	0	0	0	0	17	0	0	0	0	0	0	0	0	0
K15466  rifF, asm9; amide synthase	K15466	54	3	0	77	2	2	112	32	15	133	2	23	3	16	0	90	1	165	0	3	0	0	0	0	9	92	3
K15467  rif14; 27-O-demethylrifamycin SV methyltransferase [EC:2.1.1.315]	K15467	0	1	0	17	0	0	6	0	2	0	2	0	2	1	3	16	6	0	10	0	2	0	0	5	3	0	4
K15468  pksS, CYP107K1; cytochrome P450 family 107 subfamily K polypeptide 1	K15468	125	13	49	49	654	66	153	41	35	23	0	73	10	37	0	13	0	48	0	3	2	4	1	0	14	23	2
K15469  rhiG; rhizoxin biosynthesis acyltransferase	K15469	1	0	0	0	0	0	0	0	0	0	98	35	1779	2	180	0	91	0	183	8	256	248	154	94	88	50	77
K15471  rhiI; O-methyltransferase [EC:2.1.1.-]	K15471	33	13	1	26	22	21	30	0	1	0	29	3	211	1	42	3	4	94	5	0	59	37	40	7	17	8	18
K15473  sdeA, laiA; effector protein SdeA	K15473	0	0	0	0	0	0	0	0	0	0	12	2	263	0	31	0	16	27	48	0	16	130	21	76	18	12	14
K15474  enhC; enhanced entry protein EnhC	K15474	12	17	2	36	5	2	10	2	18	5	1	56	18	52	3	6	82	14	14	11	33	3	0	3	2	11	1
K15475  lpnE; enhanced entry protein LpnE	K15475	0	14	2	6	0	0	0	0	66	12	1	12	34	8	3	2	91	5	50	6	16	10	12	2	2	5	0
K15477  vipD; VPS inhibitor protein D	K15477	7	5	22	2	43	5	1	9	5	14	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K15481  lidA; effector protein LidA	K15481	4	9	2	2	4	0	8	0	6	28	18	40	258	29	24	11	233	21	277	22	19	27	32	16	11	25	27
K15482  sidC; effector protein SidC	K15482	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	1	0	0	0	0
K15492  K15492, lepB; effector protein B	K15492	0	0	0	0	0	0	0	0	0	0	2	1	7	0	1	0	0	0	0	0	3	6	5	3	0	5	1
K15495  wtpA; molybdate/tungstate transport system substrate-binding protein	K15495	198	198	48	1142	234	52	1967	99	491	311	367	486	3272	147	452	255	1512	540	1087	97	343	764	368	310	236	341	390
K15496  wtpB; molybdate/tungstate transport system permease protein	K15496	123	78	15	714	97	71	1413	74	204	217	261	297	2312	162	290	187	926	386	776	47	369	509	247	223	165	211	572
K15497  wtpC; molybdate/tungstate transport system ATP-binding protein [EC:7.3.2.5 7.3.2.6]	K15497	34	10	4	47	2	7	138	5	13	99	658	287	4947	75	601	26	1711	32	1786	29	335	721	484	332	280	252	223
K15498  PPP6C; serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16]	K15498	3	0	8	0	3	4	3	9	0	0	0	0	0	1	0	0	0	20	1	0	0	0	0	0	0	0	0
K15501  PPP6R3, SAPS3; serine/threonine-protein phosphatase 6 regulatory subunit 3	K15501	38	0	20	0	17	18	21	35	0	3	0	1	2	0	0	0	0	17	0	0	0	0	0	0	1	0	0
K15502  ANKRD28; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	K15502	57	15	28	39	19	11	21	29	15	20	17	340	443	239	42	3	56	27	90	18	16	39	50	13	82	8	11
K15503  ANKRD44; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	K15503	145	387	48	2556	61	61	979	57	753	184	67	462	914	658	92	271	154	241	112	39	195	81	135	33	106	54	26
K15504  ANKRD52; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	K15504	1	0	2	1	3	1	4	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
K15505  RAD5; DNA repair protein RAD5 [EC:5.6.2.-]	K15505	58	0	18	3	24	32	25	25	0	3	0	1	9	0	1	1	0	18	0	0	1	3	6	6	9	0	3
K15507  MRM1, PET56; 21S rRNA (GM2251-2'-O)-methyltransferase [EC:2.1.1.-]	K15507	0	0	2	2	3	6	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K15508  MRM2; 21S rRNA (uridine2791-2'-O)-methyltransferase [EC:2.1.1.168]	K15508	21	0	2	1	8	6	11	11	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0
K15509  hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	K15509	60	163	20	343	39	21	1279	35	289	340	223	739	2651	312	254	133	634	147	874	47	244	405	259	88	178	137	95
K15510  fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]	K15510	28	62	7	97	9	10	257	4	106	9	44	103	246	49	19	24	5	74	129	24	7	238	92	65	56	85	34
K15511  boxA; benzoyl-CoA 2,3-epoxidase subunit A [EC:1.14.13.208]	K15511	16	23	9	9	3	3	15	4	32	27	18	473	96	265	22	14	2	62	1	44	23	23	50	19	25	77	13
K15512  boxB; benzoyl-CoA 2,3-epoxidase subunit B [EC:1.14.13.208]	K15512	647	254	270	1234	516	321	2027	246	876	935	35	1388	92	1284	1	758	4	1474	2	157	75	138	49	11	95	360	19
K15513  boxC; benzoyl-CoA-dihydrodiol lyase [EC:4.1.2.44]	K15513	406	303	181	960	430	170	1637	156	467	812	27	1423	77	1213	6	367	4	1020	2	122	91	92	43	14	128	285	41
K15514  boxD; 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase [EC:1.2.1.77]	K15514	70	23	7	5	59	12	7	3	22	3	1	81	2	206	0	10	1	16	1	1	0	3	6	1	4	4	0
K15515  sauS; sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	K15515	246	82	52	821	307	64	1542	54	428	1356	133	1269	771	1709	80	232	217	491	309	261	123	405	213	53	130	369	103
K15518  dgk; deoxyguanosine kinase [EC:2.7.1.113]	K15518	1	17	0	0	0	0	1	0	0	4	81	40	1257	2	139	1	22	1	12	2	270	190	80	69	66	57	46
K15519  dck; deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	K15519	14	383	0	86	13	5	218	4	124	106	94	53	740	70	112	10	615	22	698	4	101	61	105	16	27	8	38
K15520  mshD; mycothiol synthase [EC:2.3.1.189]	K15520	176	156	31	682	179	56	1259	90	280	479	94	273	850	249	82	270	849	561	1435	73	192	234	83	49	61	257	43
K15521  mshA; D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]	K15521	219	251	39	1207	174	58	2055	125	729	578	155	368	1809	326	135	268	1532	624	2251	77	157	291	172	84	132	301	104
K15523  FN3KRP; protein-ribulosamine 3-kinase [EC:2.7.1.172]	K15523	7	0	11	0	2	8	7	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0
K15524  mngB; 2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]	K15524	38	87	7	184	30	17	327	9	215	58	202	252	2614	162	186	28	594	42	467	11	321	624	231	179	178	150	158
K15525  mshB; N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]	K15525	104	16	7	140	95	11	355	57	72	167	19	100	223	59	23	113	391	340	217	2	2	131	31	20	24	81	7
K15526  mshC; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]	K15526	133	163	12	1194	142	18	2763	87	264	314	280	287	2960	171	312	213	1418	511	1965	77	167	633	324	185	226	391	270
K15527  K15527; cysteate synthase [EC:2.5.1.76]	K15527	2	16	1	29	0	1	14	0	36	1	236	84	1995	25	323	0	1153	3	1424	11	43	198	215	103	116	25	64
K15529  POA1; ADP-ribose 1''-phosphate phosphatase [EC:3.1.3.84]	K15529	6	0	2	0	0	6	0	6	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
K15530  RGAE; rhamnogalacturonan acetylesterase [EC:3.1.1.86]	K15530	0	0	1	0	1	3	3	2	0	0	0	0	6	1	0	0	0	4	0	0	10	0	0	4	1	1	1
K15531  rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]	K15531	70	724	34	1097	89	37	790	69	425	683	888	1682	6568	1531	759	283	1428	624	2614	317	653	832	1042	344	442	412	400
K15532  yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	K15532	74	810	33	1238	59	49	1400	44	680	267	323	404	2517	385	318	291	2418	443	2822	27	2053	699	737	215	206	246	1292
K15533  K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]	K15533	0	0	0	0	0	0	1	0	0	0	12	8	278	0	66	0	0	0	0	2	78	12	14	9	9	3	65
K15534  K15534; beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase [EC:2.4.1.247]	K15534	0	0	0	0	0	0	11	0	0	0	5	14	42	0	12	0	0	0	0	0	60	55	4	8	9	6	46
K15535  PWD; phosphoglucan, water dikinase [EC:2.7.9.5]	K15535	0	0	0	0	0	0	0	0	0	4	5	26	79	24	3	0	0	0	0	2	21	45	9	7	8	25	7
K15536  cybC; soluble cytochrome b562	K15536	1	3	0	13	0	0	34	1	9	5	0	17	7	16	0	0	0	1	0	0	0	1	1	0	4	0	0
K15537  AGMO; alkylglycerol monooxygenase [EC:1.14.16.5]	K15537	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15538  MANEA; glycoprotein endo-alpha-1,2-mannosidase [EC:3.2.1.130]	K15538	1	5	1	20	2	1	40	2	29	6	26	1	168	1	19	22	22	6	195	0	11	4	37	3	1	3	9
K15539  rodZ; cytoskeleton protein RodZ	K15539	571	378	202	1634	475	307	2269	204	1639	988	290	1476	3163	1485	294	828	1052	999	1179	247	862	791	312	218	337	465	327
K15541  MPE1; protein MPE1	K15541	38	0	16	2	11	13	9	18	0	1	0	0	1	2	0	0	0	14	0	0	0	0	0	0	1	0	0
K15542  PFS2; polyadenylation factor subunit 2	K15542	27	0	13	0	8	14	6	14	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K15544  SSU72; RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]	K15544	5	0	4	0	3	1	1	3	0	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0
K15545  mlc; transcriptional regulator of PTS gene	K15545	304	52	99	248	174	109	1045	68	370	303	334	1202	2457	255	303	756	1359	1140	1000	470	158	566	542	171	179	595	151
K15546  boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator	K15546	81	123	76	233	92	66	334	28	91	80	13	354	110	251	12	73	149	277	159	55	49	51	11	12	43	64	22
K15547  mdtO; multidrug resistance protein MdtO	K15547	710	103	232	490	560	565	1097	223	287	322	35	79	257	125	38	395	602	1419	100	72	13	77	6	15	76	198	5
K15549  mdtN; membrane fusion protein, multidrug efflux system	K15549	368	58	124	293	274	235	539	109	165	175	8	46	151	89	12	220	283	678	65	47	17	50	18	16	28	110	8
K15551  tauA; taurine transport system substrate-binding protein	K15551	16	51	11	94	10	11	70	2	98	9	22	179	193	255	13	1	8	5	3	14	32	42	38	14	49	24	27
K15552  tauC; taurine transport system permease protein	K15552	53	90	13	212	12	22	289	16	174	237	35	437	166	345	31	276	23	231	28	44	109	119	41	22	57	99	27
K15553  ssuA; sulfonate transport system substrate-binding protein	K15553	278	373	64	1025	406	140	2062	106	595	1123	97	2020	579	935	91	487	142	814	114	276	386	460	276	88	204	537	153
K15554  ssuC; sulfonate transport system permease protein	K15554	212	350	64	382	268	84	642	122	355	332	78	572	503	353	87	199	279	493	157	126	168	257	231	63	142	239	81
K15555  ssuB; sulfonate transport system ATP-binding protein [EC:7.6.2.14]	K15555	196	132	56	281	223	96	723	85	247	293	184	454	1127	296	135	202	650	391	509	115	116	218	185	56	109	178	62
K15556  ophF; phthalate transport system substrate-binding protein	K15556	0	12	1	27	0	0	33	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15558  ophH; phthalate transport system ATP-binding protein	K15558	1	0	0	1	1	1	0	1	0	4	1	7	29	4	1	1	41	6	42	10	14	42	3	2	0	2	0
K15559  RTT103; regulator of Ty1 transposition protein 103	K15559	13	0	15	1	1	11	3	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
K15560  NRD1; protein NRD1	K15560	13	1	4	2	10	18	12	16	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0
K15561  NAB3; nuclear polyadenylated RNA-binding protein 3	K15561	1	0	1	2	4	5	3	14	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0
K15562  BUR1, SGV1; serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]	K15562	11	0	8	1	2	7	3	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K15563  BUR2; protein BUR2	K15563	20	0	7	0	3	4	3	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K15564  CTK2; CTD kinase subunit beta	K15564	10	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
K15565  CTK3; CTD kinase subunit gamma	K15565	2	0	1	1	0	3	0	4	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0
K15576  nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein	K15576	22	11	6	11	12	3	45	5	27	29	22	350	67	84	8	30	2	32	1	43	30	148	55	37	66	86	43
K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein	K15577	1	1	0	20	0	0	0	0	48	41	13	48	120	35	21	31	3	9	1	51	5	68	18	53	34	28	22
K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]	K15578	10	32	2	8	3	4	187	2	2	3	47	148	491	27	63	2	14	38	21	14	70	48	38	24	45	48	29
K15579  nrtD, cynD; nitrate/nitrite transport system ATP-binding protein	K15579	1	14	0	0	0	0	0	0	0	0	6	1	35	3	2	0	0	0	0	0	1	0	5	1	1	1	1
K15580  oppA, mppA; oligopeptide transport system substrate-binding protein	K15580	348	491	136	642	517	200	1076	115	647	712	1654	2529	13635	1466	1569	545	1645	978	1727	298	2147	2536	2034	903	961	826	1008
K15581  oppB; oligopeptide transport system permease protein	K15581	93	313	35	193	84	36	311	45	240	176	143	853	1410	554	172	130	125	211	165	86	259	397	243	113	194	154	100
K15582  oppC; oligopeptide transport system permease protein	K15582	65	339	20	356	53	36	360	29	310	424	234	712	2241	559	229	171	247	315	150	105	451	498	359	142	303	285	296
K15583  oppD; oligopeptide transport system ATP-binding protein	K15583	313	358	178	490	424	199	797	94	622	379	628	1239	4630	701	546	418	1120	590	901	163	937	1291	676	439	529	506	339
K15584  nikA, cntA; nickel transport system substrate-binding protein	K15584	5	2	1	13	1	0	43	6	1	0	0	30	8	3	0	11	0	25	0	0	0	0	6	1	3	0	0
K15585  nikB, cntB; nickel transport system permease protein	K15585	18	48	15	64	30	11	36	9	37	72	21	366	224	175	14	27	53	23	84	9	65	24	22	7	37	25	14
K15586  nikC, cntC; nickel transport system permease protein	K15586	0	2	0	4	0	0	1	0	4	0	4	1	19	1	0	0	0	0	0	4	0	8	5	2	1	3	6
K15587  nikD, cntD; nickel transport system ATP-binding protein [EC:7.2.2.11]	K15587	0	8	0	15	0	0	27	0	35	0	0	1	4	6	1	0	0	0	0	4	1	13	3	9	5	7	4
K15598  thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein	K15598	43	93	19	133	184	29	297	8	193	234	9	203	9	111	3	22	0	41	0	6	1	31	27	8	40	109	7
K15599  thiX; putative hydroxymethylpyrimidine transport system permease protein	K15599	6	91	2	185	6	2	252	7	142	183	12	97	93	101	7	27	26	97	10	15	47	19	20	7	18	71	17
K15600  thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein	K15600	3	0	0	0	9	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	2	0	0	0
K15601  KDM3; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]	K15601	2	0	1	0	4	3	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0
K15620  GOLPH3, GPP34; golgi phosphoprotein 3	K15620	8	0	4	2	6	4	7	7	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0
K15627  ASPSCR1, ASPL; tether containing UBX domain for GLUT4	K15627	3	0	8	0	4	7	6	9	0	2	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0
K15628  PXA; ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]	K15628	52	0	21	2	26	27	22	29	0	1	0	0	1	1	0	0	0	18	0	0	0	0	0	0	0	0	0
K15631  ABA3; molybdenum cofactor sulfurtransferase [EC:2.8.1.9]	K15631	34	0	30	2	17	21	29	36	0	3	0	0	7	0	1	0	0	38	0	0	5	0	1	1	1	0	0
K15632  cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	K15632	0	0	0	1	0	1	0	0	1	0	1	0	7	0	1	2	0	0	0	0	1	4	0	1	0	4	0
K15633  gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	K15633	725	672	326	2503	874	488	4534	236	1857	884	1105	1331	8708	1165	1167	920	3978	1669	4203	201	1443	1891	1171	601	763	637	520
K15634  gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	K15634	204	196	53	662	226	82	1114	103	461	528	132	692	1422	435	113	389	736	454	1218	57	316	314	154	114	132	254	146
K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	K15635	29	188	4	119	3	2	148	0	194	9	1167	987	11252	176	1177	31	3649	62	3861	174	986	2354	1234	893	740	644	812
K15640  K15640, phoE; uncharacterized phosphatase	K15640	6	4	3	95	9	5	118	1	15	2	34	58	356	47	27	18	219	18	200	1	35	31	43	17	23	6	11
K15641  mxaF; myxalamid-type polyketide synthase MxaF	K15641	8	132	2	70	5	4	83	3	58	30	9	54	74	32	4	52	158	63	174	2	14	9	4	12	9	8	17
K15642  mxaD; myxalamid-type polyketide synthase MxaD	K15642	11	17	5	1	4	1	14	1	1	1	22	134	277	71	50	7	13	47	7	26	83	67	37	25	52	34	16
